incident_place,incident_weekday,part_of_the_day,latitude,longitude,crime_risk_score,murder_risk,rape_risk,kidnap_risk,bodyfound_risk,robbery_risk,assault_risk,total_crimes,total_murders,total_rapes,total_kidnaps,total_bodyfounds,total_robberys,total_assaults,risk_level,marker_radius,dominant_crime
khoksa,monday,night,23.8,89.2833,0.13625375154559566,0.0,0.13625375154559566,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.043806273183935,rape_risk
khoksa,thursday,night,23.8,89.2833,0.19084452269175856,0.0,0.19084452269175856,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Very Low,7.862667840376378,rape_risk
khoksa,tuesday,evening,23.8,89.2833,0.14846215616998498,0.0,0.14846215616998498,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.226932342549775,rape_risk
khoksa,wednesday,night,23.8,89.2833,0.1503331842457839,0.0,0.1503331842457839,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.254997763686759,rape_risk
khulna city,friday,night,22.821424,89.553008,0.278955868551837,0.07970167672909628,0.11955251509364442,0.0,0.0,0.07970167672909628,0.0,7,2,3,0,0,2,0,Low,9.184338028277555,rape_risk
khulna city,monday,morning,22.821424,89.553008,0.15821689551538665,0.0,0.0,0.0,0.15821689551538665,0.0,0.0,2,0,0,0,2,0,0,Very Low,7.3732534327308,bodyfound_risk
khulna city,monday,night,22.821424,89.553008,0.15936091396462715,0.0,0.07968045698231357,0.0,0.0,0.07968045698231357,0.0,2,0,1,0,0,1,0,Very Low,7.390413709469407,rape_risk
khulna city,saturday,morning,22.821424,89.553008,0.14375815392060787,0.14375815392060787,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.156372308809118,murder_risk
khulna city,saturday,night,22.821424,89.553008,0.16212439246059357,0.16212439246059357,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.431865886908904,murder_risk
khulna city,sunday,night,22.821423999999997,89.55300800000002,0.17671770909738677,0.0,0.1178118060649245,0.0,0.0,0.05890590303246225,0.0,3,0,2,0,0,1,0,Very Low,7.650765636460802,rape_risk
khulna city,thursday,night,22.821424,89.553008,0.18292185417376688,0.04573046354344172,0.0,0.0,0.0,0.04573046354344172,0.09146092708688344,4,1,0,0,0,1,2,Very Low,7.743827812606503,assault_risk
khulna city,tuesday,morning,22.821424,89.553008,0.1331828658898316,0.1331828658898316,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.997742988347474,murder_risk
khulna city,tuesday,night,22.821424,89.553008,0.20909446770537987,0.10454723385268994,0.10454723385268994,0.0,0.0,0.0,0.0,4,2,2,0,0,0,0,Low,8.136417015580697,murder_risk
khulna city,tuesday,noon,22.821424,89.553008,0.12407101493708966,0.0,0.0,0.0,0.0,0.0,0.12407101493708966,1,0,0,0,0,0,1,Very Low,6.861065224056345,assault_risk
khulna city,wednesday,morning,22.821424,89.553008,0.12704188439397848,0.0,0.0,0.0,0.12704188439397848,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.9056282659096775,bodyfound_risk
khulna city,wednesday,night,22.821424,89.553008,0.21618577745745626,0.10809288872872813,0.10809288872872813,0.0,0.0,0.0,0.0,4,2,2,0,0,0,0,Low,8.242786661861844,murder_risk
kishoreganj sadar,friday,morning,24.4333,90.7833,0.1305008829144829,0.0,0.0,0.0,0.1305008829144829,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.957513243717243,bodyfound_risk
kishoreganj sadar,monday,night,24.4333,90.7833,0.1519024057793114,0.1519024057793114,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.278536086689671,murder_risk
kishoreganj sadar,saturday,noon,24.4333,90.7833,0.12593973312583925,0.12593973312583925,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.889095996887589,murder_risk
kishoreganj sadar,sunday,morning,24.4333,90.7833,0.15405305882137715,0.0,0.07702652941068858,0.0,0.0,0.0,0.07702652941068858,2,0,1,0,0,0,1,Very Low,7.310795882320657,rape_risk
kishoreganj sadar,thursday,evening,24.4333,90.7833,0.08700074618580753,0.08700074618580753,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.305011192787113,murder_risk
kishoreganj sadar,thursday,morning,24.4333,90.7833,0.13546651771333437,0.0,0.0,0.0,0.13546651771333437,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.031997765700016,bodyfound_risk
kishoreganj sadar,tuesday,morning,24.4333,90.7833,0.16565539369597676,0.16565539369597676,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.484830905439651,murder_risk
kishoreganj sadar,wednesday,night,24.4333,90.7833,0.13146454708917524,0.13146454708917524,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.971968206337628,murder_risk
kishoreganj sadar,wednesday,noon,24.4333,90.7833,0.14162667188147746,0.14162667188147746,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.124400078222162,murder_risk
kishorganj,monday,morning,25.9111,89.025,0.12668662817020124,0.0,0.0,0.0,0.12668662817020124,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.900299422553019,bodyfound_risk
kishorganj,monday,night,25.9111,89.025,0.13419598210914574,0.13419598210914574,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.012939731637186,murder_risk
kishorganj,saturday,morning,25.9111,89.025,0.11988769612032353,0.0,0.0,0.0,0.0,0.0,0.11988769612032353,1,0,0,0,0,0,1,Very Low,6.798315441804853,assault_risk
kishorganj,saturday,night,25.9111,89.02500000000002,0.19563233343747088,0.0,0.0652107778124903,0.0652107778124903,0.0,0.0,0.0652107778124903,3,0,1,1,0,0,1,Very Low,7.934485001562063,rape_risk
kishorganj,sunday,noon,25.9111,89.025,0.13002209592199612,0.0,0.13002209592199612,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.9503314388299415,rape_risk
kishorganj,thursday,morning,25.9111,89.025,0.11857763704957164,0.0,0.0,0.0,0.0,0.0,0.11857763704957164,1,0,0,0,0,0,1,Very Low,6.778664555743575,assault_risk
kishorganj,tuesday,morning,25.9111,89.025,0.14174225130919588,0.0,0.0,0.0,0.14174225130919588,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.1261337696379385,bodyfound_risk
kishorganj,tuesday,night,25.9111,89.025,0.13826399043963067,0.0,0.0,0.0,0.0,0.0,0.13826399043963067,1,0,0,0,0,0,1,Very Low,7.07395985659446,assault_risk
kodomtoli,monday,noon,23.784506,90.403409,0.5933211834461669,0.0,0.5933211834461669,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,High,13.899817751692504,rape_risk
korail,saturday,night,23.784506,90.403409,0.5945087421725479,0.5945087421725479,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,High,13.917631132588218,murder_risk
kotalipara,thursday,night,22.9833,89.9917,0.19539724348070314,0.0,0.19539724348070314,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.930958652210547,rape_risk
kotalipara,tuesday,morning,22.9833,89.9917,0.31577543493763194,0.0,0.31577543493763194,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Low,9.736631524064478,rape_risk
kotchandpur,saturday,evening,23.4,89.0167,0.19439613165652186,0.0,0.0,0.19439613165652186,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.9159419748478275,kidnap_risk
kotchandpur,saturday,night,23.4,89.0167,0.20263042334306772,0.0,0.20263042334306772,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Low,8.039456350146015,rape_risk
kotchandpur,thursday,morning,23.4,89.0167,0.18824274516087802,0.18824274516087802,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.823641177413171,murder_risk
kotwali,thursday,morning,23.709226,90.40739,0.5830894479146685,0.0,0.0,0.0,0.5830894479146685,0.0,0.0,1,0,0,0,1,0,0,High,13.746341718720029,bodyfound_risk
koyra,sunday,night,22.3417,89.3,0.20632043909716027,0.20632043909716027,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.094806586457404,murder_risk
koyra,thursday,night,22.3417,89.3,0.21114560873370625,0.21114560873370625,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.167184131005595,murder_risk
koyra,thursday,noon,22.3417,89.3,0.18907774740298824,0.0,0.0,0.0,0.0,0.0,0.18907774740298824,1,0,0,0,0,0,1,Very Low,7.836166211044824,assault_risk
kuakata sea beach,friday,morning,21.815024,90.121864,0.1900533591127299,0.0,0.0,0.0,0.1900533591127299,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.850800386690949,bodyfound_risk
kuakata sea beach,monday,night,21.815024,90.121864,0.18248352541773236,0.0,0.18248352541773236,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.737252881265985,rape_risk
kuakata sea beach,tuesday,morning,21.815024,90.121864,0.17781305070829212,0.0,0.0,0.17781305070829212,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.667195760624382,kidnap_risk
kuakata sea beach,tuesday,night,21.815024,90.121864,0.18276759085304967,0.0,0.18276759085304967,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.741513862795745,rape_risk
kulaura,friday,evening,24.489182,92.024555,0.1060207635353565,0.0,0.0,0.0,0.0,0.0,0.1060207635353565,1,0,0,0,0,0,1,Very Low,6.590311453030347,assault_risk
kulaura,friday,night,24.489182,92.024555,0.12543149594750222,0.06271574797375111,0.0,0.06271574797375111,0.0,0.0,0.0,2,1,0,1,0,0,0,Very Low,6.8814724392125335,murder_risk
kulaura,monday,night,24.489182,92.024555,0.2033511038187637,0.0,0.16268088305501097,0.0,0.0,0.04067022076375274,0.0,5,0,4,0,0,1,0,Low,8.050266557281455,rape_risk
kulaura,saturday,evening,24.489182,92.024555,0.10760347375379752,0.0,0.10760347375379752,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.614052106306962,rape_risk
kulaura,saturday,morning,24.489182,92.024555,0.21506035087812192,0.07168678362604064,0.0,0.07168678362604064,0.0,0.0,0.07168678362604064,6,2,0,2,0,0,2,Low,8.225905263171828,murder_risk
kulaura,saturday,night,24.489182,92.024555,0.09807009914076432,0.0,0.09807009914076432,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.471051487111465,rape_risk
kulaura,sunday,evening,24.489182,92.024555,0.10749376417131565,0.0,0.10749376417131565,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.6124064625697345,rape_risk
kulaura,sunday,morning,24.489182,92.024555,0.10130750692232494,0.0,0.0,0.0,0.0,0.0,0.10130750692232494,1,0,0,0,0,0,1,Very Low,6.519612603834874,assault_risk
kulaura,thursday,afternoon,24.489182,92.024555,0.11187733706066734,0.0,0.0,0.0,0.0,0.0,0.11187733706066734,1,0,0,0,0,0,1,Very Low,6.67816005591001,assault_risk
kulaura,thursday,morning,24.489182,92.024555,0.14600093633939742,0.0,0.0,0.04866697877979914,0.04866697877979914,0.0,0.04866697877979914,3,0,0,1,1,0,1,Very Low,7.190014045090962,kidnap_risk
kulaura,thursday,night,24.489182,92.024555,0.16880898446162543,0.0,0.12660673834621908,0.0,0.0,0.0,0.04220224611540636,4,0,3,0,0,0,1,Very Low,7.532134766924381,rape_risk
kulaura,tuesday,evening,24.489182,92.024555,0.08054314117301097,0.0,0.0,0.08054314117301097,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.208147117595164,kidnap_risk
kulaura,tuesday,morning,24.489182,92.024555,0.11452844865646629,0.0,0.0,0.057264224328233145,0.0,0.0,0.057264224328233145,2,0,0,1,0,0,1,Very Low,6.717926729846994,kidnap_risk
kulaura,tuesday,night,24.489182,92.024555,0.11387355513200116,0.0,0.11387355513200116,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.708103326980018,rape_risk
kulaura,tuesday,noon,24.489182,92.024555,0.1280291017858668,0.0,0.0640145508929334,0.0,0.0,0.0,0.0640145508929334,2,0,1,0,0,0,1,Very Low,6.920436526788002,rape_risk
kulaura,wednesday,evening,24.489182,92.024555,0.12871102446890081,0.06435551223445041,0.06435551223445041,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,Very Low,6.930665367033512,murder_risk
kulaura,wednesday,night,24.489182,92.024555,0.1021094928449656,0.0,0.1021094928449656,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.531642392674484,rape_risk
kulaura,wednesday,noon,24.489182,92.024555,0.09515371500561327,0.0,0.0,0.0,0.0,0.0,0.09515371500561327,1,0,0,0,0,0,1,Very Low,6.427305725084199,assault_risk
kuliarchar,thursday,night,24.155,90.9,0.4016483783760788,0.4016483783760788,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Moderate,11.024725675641182,murder_risk
kumarkhali,friday,evening,23.8542,89.2417,0.13885764032796866,0.0,0.0,0.13885764032796866,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.08286460491953,kidnap_risk
kumarkhali,monday,night,23.8542,89.2417,0.12940799466181002,0.0,0.0,0.0,0.0,0.12940799466181002,0.0,1,0,0,0,0,1,0,Very Low,6.94111991992715,robbery_risk
kumarkhali,saturday,morning,23.8542,89.2417,0.13210329191853748,0.13210329191853748,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.9815493787780625,murder_risk
kumarkhali,saturday,night,23.8542,89.2417,0.1303889316280647,0.0,0.1303889316280647,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.955833974420971,rape_risk
kumarkhali,thursday,morning,23.854200000000002,89.2417,0.21501484859642714,0.0,0.0,0.1433432323976181,0.07167161619880905,0.0,0.0,3,0,0,2,1,0,0,Low,8.225222728946408,kidnap_risk
kumarkhali,thursday,night,23.8542,89.2417,0.1292522117360632,0.0,0.0,0.0,0.0,0.0,0.1292522117360632,1,0,0,0,0,0,1,Very Low,6.938783176040948,assault_risk
kumarkhali,tuesday,morning,23.8542,89.2417,0.12586744253162002,0.0,0.0,0.0,0.12586744253162002,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.888011637974301,bodyfound_risk
kumarkhali,wednesday,morning,23.8542,89.2417,0.13041816740424414,0.0,0.0,0.13041816740424414,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.956272511063662,kidnap_risk
kumarkhali,wednesday,noon,23.8542,89.2417,0.12191543743343888,0.0,0.0,0.0,0.0,0.0,0.12191543743343888,1,0,0,0,0,0,1,Very Low,6.828731561501583,assault_risk
kurigram sadar,saturday,night,25.8167,89.65,0.15388370023664721,0.0,0.15388370023664721,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.308255503549708,rape_risk
kurigram sadar,tuesday,afternoon,25.8167,89.65,0.15577077935936168,0.0,0.0,0.0,0.0,0.0,0.15577077935936168,1,0,0,0,0,0,1,Very Low,7.336561690390425,assault_risk
kurigram sadar,tuesday,morning,25.8167,89.65,0.15698584878081162,0.0,0.0,0.15698584878081162,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.354787731712174,kidnap_risk
kurigram sadar,tuesday,noon,25.8167,89.65,0.14426028805067892,0.0,0.14426028805067892,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.163904320760183,rape_risk
kurigram sadar,wednesday,night,25.8167,89.65,0.16101890361148125,0.0,0.16101890361148125,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.415283554172219,rape_risk
kuril,friday,morning,23.728907,90.417137,0.32891657904159666,0.0,0.32891657904159666,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Low,9.93374868562395,rape_risk
kuril,saturday,night,23.728907,90.417137,0.3199484068407901,0.0,0.0,0.0,0.0,0.3199484068407901,0.0,1,0,0,0,0,1,0,Low,9.79922610261185,robbery_risk
kuril,sunday,morning,23.728907,90.417137,0.3254161761359595,0.0,0.0,0.0,0.0,0.3254161761359595,0.0,1,0,0,0,0,1,0,Low,9.881242642039393,robbery_risk
kuril,sunday,night,23.728907,90.417137,0.3281847727086206,0.0,0.0,0.0,0.0,0.3281847727086206,0.0,1,0,0,0,0,1,0,Low,9.92277159062931,robbery_risk
kuril,thursday,night,23.728907,90.417137,0.33589227822758105,0.0,0.33589227822758105,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Low,10.038384173413716,rape_risk
kuril,wednesday,night,23.728907,90.417137,0.31941796406871736,0.31941796406871736,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,9.79126946103076,murder_risk
kurmitola,tuesday,morning,23.847177,90.4041325,0.568942386269823,0.0,0.568942386269823,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,High,13.534135794047344,rape_risk
kushtia sadar,friday,morning,23.9,89.1333,0.11869761328653397,0.0,0.0,0.11869761328653397,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.7804641992980095,kidnap_risk
kushtia sadar,friday,night,23.9,89.1333,0.11020607125720701,0.0,0.11020607125720701,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.653091068858105,rape_risk
kushtia sadar,monday,morning,23.899999999999995,89.1333,0.1522712506897409,0.0,0.0,0.0,0.050757083563246964,0.0,0.10151416712649393,3,0,0,0,1,0,2,Very Low,7.284068760346114,assault_risk
kushtia sadar,monday,night,23.899999999999995,89.1333,0.17390113600465806,0.11593409066977203,0.0,0.0,0.0,0.0,0.057967045334886017,3,2,0,0,0,0,1,Very Low,7.608517040069871,murder_risk
kushtia sadar,saturday,night,23.9,89.1333,0.11672238520828992,0.0,0.0,0.0,0.0,0.0,0.11672238520828992,1,0,0,0,0,0,1,Very Low,6.750835778124349,assault_risk
kushtia sadar,sunday,afternoon,23.9,89.1333,0.10334019218008744,0.0,0.0,0.0,0.0,0.0,0.10334019218008744,1,0,0,0,0,0,1,Very Low,6.550102882701312,assault_risk
kushtia sadar,sunday,night,23.899999999999995,89.1333,0.15321359372974877,0.0,0.05107119790991625,0.0,0.0,0.0,0.1021423958198325,3,0,1,0,0,0,2,Very Low,7.298203905946231,assault_risk
kushtia sadar,thursday,morning,23.9,89.1333,0.12297211414970445,0.061486057074852225,0.0,0.0,0.061486057074852225,0.0,0.0,2,1,0,0,1,0,0,Very Low,6.844581712245567,murder_risk
kushtia sadar,thursday,night,23.9,89.1333,0.1245597748662309,0.0,0.1245597748662309,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.868396622993464,rape_risk
kushtia sadar,tuesday,afternoon,23.9,89.1333,0.12467074580747295,0.0,0.0,0.0,0.0,0.0,0.12467074580747295,1,0,0,0,0,0,1,Very Low,6.8700611871120945,assault_risk
kushtia sadar,tuesday,morning,23.899999999999995,89.1333,0.16638214779677607,0.0,0.05546071593225869,0.0,0.11092143186451738,0.0,0.0,3,0,1,0,2,0,0,Very Low,7.495732216951641,bodyfound_risk
kushtia sadar,tuesday,night,23.9,89.1333,0.1110507784587639,0.0,0.0,0.0,0.1110507784587639,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.665761676881458,bodyfound_risk
kushtia sadar,wednesday,morning,23.9,89.1333,0.13864576366552714,0.0,0.0,0.06932288183276357,0.06932288183276357,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.079686454982907,kidnap_risk
kushtia sadar,wednesday,night,23.9,89.1333,0.1880391375392471,0.14102935315443532,0.0,0.0,0.0,0.0,0.04700978438481177,4,3,0,0,0,0,1,Very Low,7.820587063088706,murder_risk
lakhai,monday,night,24.2889,91.2167,0.19540503017409983,0.19540503017409983,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.9310754526114975,murder_risk
lakhai,tuesday,afternoon,24.2889,91.2167,0.13451321490528945,0.13451321490528945,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.017698223579342,murder_risk
lakhai,tuesday,evening,24.2889,91.2167,0.1799976092274529,0.08999880461372645,0.0,0.0,0.0,0.0,0.08999880461372645,2,1,0,0,0,0,1,Very Low,7.699964138411794,murder_risk
lakhai,tuesday,night,24.2889,91.2167,0.1953356701279111,0.1953356701279111,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.930035051918667,murder_risk
laksam,saturday,evening,23.24667,91.12833,0.1946562109764659,0.0,0.0,0.0,0.1946562109764659,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.919843164646989,bodyfound_risk
laksam,tuesday,morning,23.24667,91.12833,0.1910698436961943,0.0,0.0,0.0,0.1910698436961943,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.866047655442914,bodyfound_risk
laksam,wednesday,noon,23.24667,91.12833,0.18743435749149695,0.0,0.0,0.0,0.18743435749149695,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.811515362372454,bodyfound_risk
lakshmipur sadar,friday,night,22.95,90.825,0.14370870824946697,0.0,0.14370870824946697,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.155630623742004,rape_risk
lakshmipur sadar,friday,noon,22.95,90.825,0.1412065951035335,0.0,0.0,0.1412065951035335,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.118098926553003,kidnap_risk
lakshmipur sadar,monday,morning,22.95,90.825,0.14760275805801842,0.14760275805801842,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.214041370870277,murder_risk
lakshmipur sadar,monday,night,22.95,90.825,0.14576071510262462,0.0,0.0,0.0,0.14576071510262462,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.1864107265393695,bodyfound_risk
lakshmipur sadar,monday,noon,22.95,90.825,0.13062995165750976,0.0,0.0,0.13062995165750976,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.959449274862647,kidnap_risk
lakshmipur sadar,saturday,night,22.95,90.825,0.24769212454353412,0.0,0.06192303113588353,0.0,0.0,0.12384606227176706,0.06192303113588353,4,0,1,0,0,2,1,Low,8.715381868153012,robbery_risk
lakshmipur sadar,tuesday,night,22.95,90.825,0.14428580935818502,0.14428580935818502,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.1642871403727755,murder_risk
lakshmipur sadar,tuesday,noon,22.95,90.825,0.14115626190196695,0.0,0.14115626190196695,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.117343928529504,rape_risk
lakshmipur sadar,wednesday,morning,22.95,90.825,0.14471354454489246,0.0,0.0,0.0,0.14471354454489246,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.170703168173387,bodyfound_risk
lalbagh,friday,night,23.721427,90.375435,0.310010628074529,0.310010628074529,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,9.650159421117934,murder_risk
lalbagh,saturday,night,23.721427,90.375435,0.3425339033218506,0.1712669516609253,0.0,0.0,0.1712669516609253,0.0,0.0,2,1,0,0,1,0,0,Low,10.13800854982776,murder_risk
lalbagh,saturday,noon,23.721427,90.375435,0.30027593896969945,0.0,0.0,0.0,0.30027593896969945,0.0,0.0,1,0,0,0,1,0,0,Low,9.504139084545493,bodyfound_risk
lalbagh,sunday,afternoon,23.721427,90.375435,0.29798388811440635,0.0,0.0,0.0,0.0,0.0,0.29798388811440635,1,0,0,0,0,0,1,Low,9.469758321716096,assault_risk
lalbagh,thursday,morning,23.721427,90.375435,0.3440063918891755,0.0,0.0,0.0,0.0,0.17200319594458774,0.17200319594458774,2,0,0,0,0,1,1,Low,10.160095878337632,robbery_risk
lalbagh,tuesday,evening,23.721426999999995,90.375435,0.38103434932148317,0.0,0.12701144977382772,0.12701144977382772,0.12701144977382772,0.0,0.0,3,0,1,1,1,0,0,Moderate,10.715515239822247,rape_risk
lalbagh,wednesday,noon,23.721427,90.375435,0.3166442483875327,0.0,0.0,0.0,0.3166442483875327,0.0,0.0,1,0,0,0,1,0,0,Low,9.74966372581299,bodyfound_risk
lalmatia,friday,noon,23.75670084,90.36915536,0.5800280805493827,0.0,0.0,0.5800280805493827,0.0,0.0,0.0,1,0,0,1,0,0,0,High,13.70042120824074,kidnap_risk
lalmohan,friday,night,22.3211,90.7472,0.19798813637036017,0.19798813637036017,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.969822045555403,murder_risk
lalmohan,friday,noon,22.3211,90.7472,0.21071903029933287,0.0,0.0,0.0,0.21071903029933287,0.0,0.0,1,0,0,0,1,0,0,Low,8.160785454489993,bodyfound_risk
lalmohan,tuesday,morning,22.3211,90.7472,0.19219820200501225,0.0,0.0,0.0,0.19219820200501225,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.882973030075184,bodyfound_risk
lalmonirhat,tuesday,morning,25.915,89.45,0.4045468599997092,0.0,0.0,0.0,0.4045468599997092,0.0,0.0,1,0,0,0,1,0,0,Moderate,11.068202899995637,bodyfound_risk
lalmonirhat sadar,friday,morning,25.915,89.45,0.16473713088841846,0.0,0.041184282722104615,0.0,0.0,0.041184282722104615,0.08236856544420923,4,0,1,0,0,1,2,Very Low,7.4710569633262764,assault_risk
lalmonirhat sadar,friday,night,25.915,89.45,0.11775548285254345,0.0,0.058877741426271724,0.0,0.0,0.058877741426271724,0.0,2,0,1,0,0,1,0,Very Low,6.766332242788152,rape_risk
lalmonirhat sadar,friday,noon,25.915,89.45,0.10661491866350042,0.0,0.0,0.0,0.0,0.0,0.10661491866350042,1,0,0,0,0,0,1,Very Low,6.599223779952506,assault_risk
lalmonirhat sadar,monday,evening,25.915,89.45,0.105835544124326,0.0,0.0,0.0,0.0,0.0,0.105835544124326,1,0,0,0,0,0,1,Very Low,6.58753316186489,assault_risk
lalmonirhat sadar,monday,morning,25.915,89.45,0.24278778597477849,0.06936793884993671,0.0,0.10405190827490506,0.034683969424968354,0.0,0.034683969424968354,7,2,0,3,1,0,1,Low,8.641816789621677,kidnap_risk
lalmonirhat sadar,monday,night,25.915000000000003,89.45,0.14628073803946284,0.0,0.048760246013154276,0.0,0.0,0.048760246013154276,0.048760246013154276,3,0,1,0,0,1,1,Very Low,7.194211070591942,rape_risk
lalmonirhat sadar,saturday,morning,25.915,89.45,0.11827281795134549,0.0,0.11827281795134549,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.774092269270183,rape_risk
lalmonirhat sadar,saturday,night,25.915,89.45,0.11249838237624395,0.0,0.11249838237624395,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.687475735643659,rape_risk
lalmonirhat sadar,sunday,morning,25.915,89.45,0.25220535774392494,0.06305133943598124,0.0,0.06305133943598124,0.03152566971799062,0.0,0.09457700915397185,8,2,0,2,1,0,3,Low,8.783080366158874,assault_risk
lalmonirhat sadar,sunday,night,25.915,89.45,0.10401180628284934,0.0,0.10401180628284934,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.56017709424274,rape_risk
lalmonirhat sadar,thursday,afternoon,25.915,89.45,0.08379395829656813,0.0,0.08379395829656813,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.256909374448522,rape_risk
lalmonirhat sadar,tuesday,morning,25.915000000000003,89.45,0.22491534238298078,0.11245767119149039,0.07497178079432693,0.0,0.0,0.03748589039716346,0.0,6,3,2,0,0,1,0,Low,8.373730135744712,murder_risk
lalmonirhat sadar,tuesday,night,25.915,89.45,0.13438284322505045,0.0,0.13438284322505045,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Very Low,7.015742648375757,rape_risk
